query,dag_id,dag_text,tools,edges,source,topo_family,dag_hash
"Time to pull the Legal admin role from Frank while also push the container image for Legal and build a compliance doc for Legal. After those finish, bust the cache on prod-web-01.",10103,"deploy_container -> invalidate_cache, generate_report -> invalidate_cache, remove_role -> deploy_container, remove_role -> generate_report",remove_role;deploy_container;generate_report;invalidate_cache,0->1;0->2;1->3;2->3,generated,diamond,ab8887544bde278e
"ASAP — flush the cache on auth-svc-04 and create a VM snapshot for ml-infer-05. Once that's done, confirm we're aware of the cdn-edge-06 incident — then undo the IP block on payment-api-03, merge everything and pull the Marketing admin role from Alice.",10104,"acknowledge_alert -> unblock_ip_address, invalidate_cache -> acknowledge_alert, snapshot_vm -> remove_role, unblock_ip_address -> remove_role",invalidate_cache;acknowledge_alert;unblock_ip_address;remove_role;snapshot_vm,0->1;1->2;2->3;4->3,generated,deep_asymmetric_merge,2dd728832ead709f
"We gotta invalidate payment-api-03's cache and save staging-db-02's disk image, then ack the firing alert for staging-db-02. Next, remove the IP from the blocklist on staging-db-02, merge everything and pull the Legal admin role from Frank.",10104,"acknowledge_alert -> unblock_ip_address, invalidate_cache -> acknowledge_alert, snapshot_vm -> remove_role, unblock_ip_address -> remove_role",invalidate_cache;acknowledge_alert;unblock_ip_address;remove_role;snapshot_vm,0->1;1->2;2->3;4->3,generated,deep_asymmetric_merge,2dd728832ead709f
"Quick one — purge prod-web-01's cached data and snapshot auth-svc-04 before the upgrade. After that, mark the payment-api-03 alert as seen, followed by whitelist the IP that was accidentally blocked, merge everything and detach the operator role from Bob.",10104,"acknowledge_alert -> unblock_ip_address, invalidate_cache -> acknowledge_alert, snapshot_vm -> remove_role, unblock_ip_address -> remove_role",invalidate_cache;acknowledge_alert;unblock_ip_address;remove_role;snapshot_vm,0->1;1->2;2->3;4->3,generated,deep_asymmetric_merge,2dd728832ead709f
"Eve is asking us to flush the cache on payment-api-03 and create a VM snapshot for ml-infer-05. After that, ack the firing alert for ml-infer-05, followed by remove the IP from the blocklist on prod-web-01. After those finish, pull the Marketing admin role from Charlie.",10104,"acknowledge_alert -> unblock_ip_address, invalidate_cache -> acknowledge_alert, snapshot_vm -> remove_role, unblock_ip_address -> remove_role",invalidate_cache;acknowledge_alert;unblock_ip_address;remove_role;snapshot_vm,0->1;1->2;2->3;4->3,generated,deep_asymmetric_merge,2dd728832ead709f
"Charlie is asking us to kill the feature toggle for Finance and run the schema migration for Finance, merge everything and add the attacker's IP to the firewall blocklist and concurrently flip the feature toggle on for Marketing and take away Grace's manager role.",10105,"block_ip_address -> enable_feature_flag, block_ip_address -> remove_role, disable_feature_flag -> block_ip_address, migrate_database -> block_ip_address",disable_feature_flag;migrate_database;block_ip_address;enable_feature_flag;remove_role,0->2;1->2;2->3;2->4,generated,hourglass,31f69322c65b5444
"We gotta kill the feature toggle for Marketing and move the data to the new schema on staging-db-02, then converge and deny traffic from that IP on cdn-edge-06, and while you're at it, flip the feature toggle on for HR and detach the operator role from Charlie.",10105,"block_ip_address -> enable_feature_flag, block_ip_address -> remove_role, disable_feature_flag -> block_ip_address, migrate_database -> block_ip_address",disable_feature_flag;migrate_database;block_ip_address;enable_feature_flag;remove_role,0->2;1->2;2->3;2->4,generated,hourglass,31f69322c65b5444
"We gotta kill the feature toggle for HR and upgrade the database schema on cdn-edge-06. When all of that's complete, blacklist the IP that's flooding payment-api-03, and while you're at it, activate the feature flag on payment-api-03 and revoke the reviewer role from Charlie.",10105,"block_ip_address -> enable_feature_flag, block_ip_address -> remove_role, disable_feature_flag -> block_ip_address, migrate_database -> block_ip_address",disable_feature_flag;migrate_database;block_ip_address;enable_feature_flag;remove_role,0->2;1->2;2->3;2->4,generated,hourglass,31f69322c65b5444
"For the Legal team, deactivate the feature flag on ml-infer-05 and upgrade the database schema on cdn-edge-06, then converge and blacklist the IP that's flooding payment-api-03 while also flip the feature toggle on for Legal and pull the Legal admin role from Bob.",10105,"block_ip_address -> enable_feature_flag, block_ip_address -> remove_role, disable_feature_flag -> block_ip_address, migrate_database -> block_ip_address",disable_feature_flag;migrate_database;block_ip_address;enable_feature_flag;remove_role,0->2;1->2;2->3;2->4,generated,hourglass,31f69322c65b5444
"We gotta stand up a new box for Legal, followed by update the DNS to route to ml-infer-05, then kill the feature toggle for Marketing. Once that's done, take cdn-edge-06 back to the prior build, followed by push the container image for Finance. After those finish, label payment-api-03 for tracking.",10106,"create_dns_record -> disable_feature_flag, deploy_container -> tag_resource, disable_feature_flag -> rollback_deployment, disable_feature_flag -> tag_resource, provision_vm -> create_dns_record, rollback_deployment -> deploy_container",provision_vm;create_dns_record;disable_feature_flag;rollback_deployment;deploy_container;tag_resource,0->1;1->2;2->3;3->4;4->5;2->5,generated,long_chain_branched,30e1eb0a71c08a14
"For the HR team, provision a new instance for Finance. After that, point the domain to staging-db-02. After that, kill the feature toggle for Finance. After that, revert ml-infer-05 to the previous version, followed by ship the new build to prod-web-01. After those finish, label cdn-edge-06 for tracking.",10106,"create_dns_record -> disable_feature_flag, deploy_container -> tag_resource, disable_feature_flag -> rollback_deployment, disable_feature_flag -> tag_resource, provision_vm -> create_dns_record, rollback_deployment -> deploy_container",provision_vm;create_dns_record;disable_feature_flag;rollback_deployment;deploy_container;tag_resource,0->1;1->2;2->3;3->4;4->5;2->5,generated,long_chain_branched,30e1eb0a71c08a14
"Per Charlie's request, deploy a server for HR — then create a DNS entry for payment-api-03 — then deactivate the feature flag on staging-db-02. After that, revert staging-db-02 to the previous version. Next, get the container running on staging-db-02. After those finish, label cdn-edge-06 for tracking.",10106,"create_dns_record -> disable_feature_flag, deploy_container -> tag_resource, disable_feature_flag -> rollback_deployment, disable_feature_flag -> tag_resource, provision_vm -> create_dns_record, rollback_deployment -> deploy_container",provision_vm;create_dns_record;disable_feature_flag;rollback_deployment;deploy_container;tag_resource,0->1;1->2;2->3;3->4;4->5;2->5,generated,long_chain_branched,30e1eb0a71c08a14
"For the HR team, provision a new instance for Finance — then register a DNS name for Marketing. After that, deactivate the feature flag on payment-api-03. Next, take payment-api-03 back to the prior build. Next, launch the docker deployment for Engineering, merge everything and apply the Legal tag to payment-api-03.",10106,"create_dns_record -> disable_feature_flag, deploy_container -> tag_resource, disable_feature_flag -> rollback_deployment, disable_feature_flag -> tag_resource, provision_vm -> create_dns_record, rollback_deployment -> deploy_container",provision_vm;create_dns_record;disable_feature_flag;rollback_deployment;deploy_container;tag_resource,0->1;1->2;2->3;3->4;4->5;2->5,generated,long_chain_branched,30e1eb0a71c08a14
"The Marketing team needs us to undo the IP block on ml-infer-05, then update the SSL on ml-infer-05. Once that's done, add a tag to payment-api-03 for billing, and lastly whitelist the IP that was accidentally blocked.",10107,"renew_certificate -> tag_resource, tag_resource -> unblock_ip_address, unblock_ip_address -> renew_certificate",unblock_ip_address;renew_certificate;tag_resource;unblock_ip_address,0->1;1->2;2->3,generated,repeated_tool,46644ee8a9b86156
"Per Eve's request, let traffic through from that IP again on staging-db-02 — then reissue the TLS certificate for Legal. After that, mark prod-web-01 with the project identifier. Last step: remove the IP from the blocklist on cdn-edge-06.",10107,"renew_certificate -> tag_resource, tag_resource -> unblock_ip_address, unblock_ip_address -> renew_certificate",unblock_ip_address;renew_certificate;tag_resource;unblock_ip_address,0->1;1->2;2->3,generated,repeated_tool,46644ee8a9b86156
"The Legal team needs us to unblock the IP we flagged on auth-svc-04, followed by the cert for cdn-edge-06 is about to expire, renew it. Once that's done, mark auth-svc-04 with the project identifier. End with unblock the IP we flagged on staging-db-02.",10107,"renew_certificate -> tag_resource, tag_resource -> unblock_ip_address, unblock_ip_address -> renew_certificate",unblock_ip_address;renew_certificate;tag_resource;unblock_ip_address,0->1;1->2;2->3,generated,repeated_tool,46644ee8a9b86156
"The Legal team needs us to undo the IP block on payment-api-03. After that, refresh the SSL certificate on payment-api-03 — then tag prod-web-01 with the Engineering cost center. Last step: unblock the IP we flagged on payment-api-03.",10107,"renew_certificate -> tag_resource, tag_resource -> unblock_ip_address, unblock_ip_address -> renew_certificate",unblock_ip_address;renew_certificate;tag_resource;unblock_ip_address,0->1;1->2;2->3,generated,repeated_tool,46644ee8a9b86156
"From Legal: cycle the secret for HR's service and at the same time deactivate the feature flag on staging-db-02, send a heads-up to Legal, and save a backup of Legal's data. To wrap up, roll out the containerised app to auth-svc-04.",10108,"backup_database -> deploy_container, rotate_api_key -> backup_database, rotate_api_key -> disable_feature_flag, rotate_api_key -> send_notification",rotate_api_key;disable_feature_flag;send_notification;backup_database;deploy_container,0->1;0->2;0->3;3->4,generated,multi_branch_independent,4a85237d204f601a
"Issue a new secret for staging-db-02 and simultaneously turn off the feature flag for HR, fire off a notification to Charlie, and dump the database on cdn-edge-06. Finally, roll out the containerised app to prod-web-01.",10108,"backup_database -> deploy_container, rotate_api_key -> backup_database, rotate_api_key -> disable_feature_flag, rotate_api_key -> send_notification",rotate_api_key;disable_feature_flag;send_notification;backup_database;deploy_container,0->1;0->2;0->3;3->4,generated,multi_branch_independent,4a85237d204f601a
